time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452500000	4.4145	18.7029	4.85227	3.84161	0.513405	lidar	1.06593	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.24338	18.5604	4.76104	3.85355	0.466455	radar	1.23564	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.1344	18.4052	4.64007	3.90407	0.512807	lidar	1.3868	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.95256	18.2291	4.82147	3.95403	0.605084	radar	6.96006	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65703	18.0921	5.00379	3.91107	0.484854	lidar	3.28556	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49772	17.9448	4.86789	3.91523	0.419073	radar	3.47231	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.2498	17.7811	4.98439	3.89958	0.359522	lidar	1.1433	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.06904	17.5943	5.07764	3.94035	0.432027	radar	2.30354	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89218	17.4777	5.017	3.9381	0.399167	lidar	6.18209	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75678	17.2573	5.08534	4.00874	0.518406	radar	2.63376	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.57779	17.0681	5.10671	4.02502	0.503539	lidar	0.060694	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41285	16.9065	4.95076	4.01373	0.400143	radar	2.39987	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24944	16.7359	4.93925	4.02458	0.386838	lidar	0.50734	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.06557	16.5414	4.92967	4.02001	0.324775	radar	4.65888	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91249	16.3114	4.96951	4.05	0.344346	lidar	2.27216	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.75236	16.1368	4.90853	4.04633	0.292037	radar	0.607015	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.53521	15.9731	4.97351	4.019	0.226248	lidar	1.30977	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.41582	15.7359	5.07445	4.08759	0.364596	radar	2.57923	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.2389	15.516	5.13537	4.09486	0.346378	lidar	0.602771	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.07308	15.3244	5.11558	4.09247	0.305539	radar	0.860035	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.848124	15.1045	5.24141	4.07204	0.247649	lidar	1.60129	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.694293	14.9262	5.14234	4.06283	0.187473	radar	2.23738	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.618443	14.7141	5.03672	4.11279	0.25082	lidar	1.0505	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.508667	14.4689	5.1231	4.16754	0.351418	radar	2.08706	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.329285	14.2444	5.19786	4.16208	0.314356	lidar	0.505469	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.200527	13.9883	5.34825	4.21037	0.409747	radar	2.30906	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.229749	13.7375	5.15974	4.31462	0.544391	lidar	4.08247	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.127187	13.4945	5.21954	4.34459	0.559798	radar	0.509553	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0564327	13.2588	5.31429	4.31947	0.470818	lidar	1.39239	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.177765	13.0444	5.19077	4.3101	0.387908	radar	1.57972	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.144805	12.8224	5.02653	4.40125	0.509984	lidar	3.34164	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.260792	12.5998	4.93078	4.3887	0.423276	radar	3.44542	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.394355	12.3668	4.98301	4.37561	0.365314	lidar	0.51018	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.524167	12.1599	4.94286	4.3536	0.287964	radar	3.48751	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.598861	11.946	4.90803	4.37146	0.294691	lidar	0.470616	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.735178	11.7166	4.94468	4.35005	0.231224	radar	2.58772	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.963224	11.4724	5.09536	4.27787	0.0929365	lidar	3.5399	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.07488	11.2461	5.03342	4.26591	0.041559	radar	1.80117	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.26414	11.0222	5.11653	4.22113	-0.031749	lidar	1.21909	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.32876	10.7705	5.20329	4.28442	0.124587	radar	2.53511	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.4603	10.5151	5.26104	4.28056	0.108734	lidar	0.583576	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.55225	10.2469	5.35494	4.31558	0.185355	radar	1.49501	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.63611	10.0394	5.27325	4.32905	0.193518	lidar	2.11311	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.7241	9.81053	5.21148	4.33635	0.179107	radar	0.598353	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.78359	9.59458	5.13013	4.36083	0.204991	lidar	0.953862	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.90445	9.33703	5.25238	4.36552	0.218032	radar	2.28128	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.98332	9.03966	5.31984	4.38831	0.234835	lidar	3.94118	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.06685	8.82042	5.20436	4.38264	0.180611	radar	2.03435	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.16098	8.56812	5.2265	4.38645	0.171821	lidar	0.0590188	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.30372	8.30796	5.31178	4.3624	0.117225	radar	2.41591	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.32927	8.08187	5.20323	4.40162	0.171855	lidar	1.16208	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37958	7.8752	5.08859	4.41746	0.177157	radar	5.53442	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.5023	7.62071	5.16206	4.40005	0.134766	lidar	0.627747	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.68269	7.3803	5.18723	4.32991	-0.0292136	radar	4.61529	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.78943	7.12642	5.22102	4.32472	-0.0355461	lidar	0.219869	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.83362	6.89466	5.19181	4.36951	0.075052	radar	2.18803	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85843	6.69794	5.03569	4.40001	0.115636	lidar	2.52065	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90826	6.48496	4.88994	4.39847	0.0637921	radar	3.35422	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.96167	6.25297	4.86286	4.41306	0.0810692	lidar	0.239006	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.0888	5.99863	4.99607	4.39734	0.0665869	radar	3.82224	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18161	5.71818	5.09059	4.39633	0.0579959	lidar	1.91605	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29624	5.46791	5.10231	4.36238	-0.0391114	radar	1.81171	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.40248	5.20301	5.17179	4.35349	-0.0500686	lidar	0.596023	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46129	4.95816	5.16759	4.38393	0.0342794	radar	0.546289	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.58906	4.66908	5.30972	4.36924	0.011789	lidar	1.95624	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.69931	4.41351	5.31669	4.34175	-0.0721221	radar	1.69426	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.84604	4.13297	5.44894	4.32006	-0.0947097	lidar	1.89021	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.91535	3.89561	5.39667	4.35194	0.010304	radar	1.72795	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.98108	3.67084	5.30088	4.36029	0.0171421	lidar	0.970679	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.07285	3.47701	5.17397	4.33924	-0.0516167	radar	3.9974	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16508	3.23347	5.17696	4.33797	-0.0498866	lidar	0.0203819	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.28146	2.97528	5.2384	4.32047	-0.0920953	radar	0.50248	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37694	2.69535	5.3136	4.32382	-0.0786819	lidar	1.31581	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45986	2.44672	5.29737	4.33899	-0.0233646	radar	0.343235	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56766	2.17534	5.36735	4.33883	-0.0179276	lidar	0.512471	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67332	1.95296	5.32209	4.30131	-0.143633	radar	3.66114	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79616	1.66922	5.43335	4.29789	-0.130767	lidar	1.33129	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91707	1.42075	5.45274	4.28158	-0.159483	radar	0.130567	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.97436	1.19993	5.32452	4.284	-0.157062	lidar	5.39209	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06403	0.994799	5.2006	4.28584	-0.119865	radar	1.28158	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12291	0.772159	5.11504	4.29034	-0.113559	lidar	3.93538	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.22047	0.460473	5.29873	4.30345	-0.0893893	radar	5.56315	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29449	0.224353	5.25149	4.30658	-0.0824676	lidar	1.60393	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40286	-0.00922141	5.20323	4.31816	-0.0125173	radar	5.79095	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47067	-0.24411	5.16281	4.32596	-0.00332763	lidar	1.59034	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59238	-0.403971	5.02788	4.28348	-0.0988575	radar	3.33452	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72872	-0.576039	4.93257	4.2494	-0.14999	lidar	1.94714	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84648	-0.803482	5.03075	4.2165	-0.247275	radar	5.1097	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94317	-1.09308	5.15698	4.23755	-0.184991	lidar	2.16592	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02959	-1.37593	5.23889	4.26199	-0.120244	radar	3.15286	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.17099	-1.5776	5.18993	4.2334	-0.160153	lidar	0.890536	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.3185	-1.81305	5.32472	4.19009	-0.276437	radar	2.88581	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.42684	-2.075	5.37138	4.19852	-0.236928	lidar	0.691976	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.57861	-2.26674	5.2586	4.17292	-0.241914	radar	3.12581	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.73206	-2.47319	5.23613	4.14682	-0.266422	lidar	0.267403	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.89009	-2.67858	5.21713	4.12169	-0.285551	radar	0.853547	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.97556	-2.97192	5.31637	4.16374	-0.185257	lidar	3.02382	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.10173	-3.19694	5.25744	4.16791	-0.144169	radar	0.386032	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22704	-3.38344	5.18189	4.14918	-0.167414	lidar	1.37866	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.37032	-3.6417	5.25187	4.1568	-0.13498	radar	4.47169	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.53786	-3.75255	5.07725	4.09108	-0.24202	lidar	4.38017	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.68485	-3.9585	5.10545	4.07634	-0.254136	radar	0.459721	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.83367	-4.20003	5.16558	4.08142	-0.22139	lidar	0.678604	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.98385	-4.42059	5.17481	4.07867	-0.203541	radar	0.440912	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13958	-4.67221	5.24831	4.08716	-0.169053	lidar	1.28502	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27325	-4.87777	5.1064	4.09893	-0.105722	radar	2.08751	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.3985	-5.10106	5.11389	4.1097	-0.0782353	lidar	0.240731	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54712	-5.25834	4.96946	4.08874	-0.093469	radar	3.22608	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73734	-5.45306	4.99556	4.06143	-0.130806	lidar	1.92476	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89744	-5.64992	5.00321	4.05037	-0.138685	radar	0.260279	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05194	-5.83435	4.9857	4.03774	-0.148713	lidar	0.0750351	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19274	-5.98134	4.84352	4.02103	-0.155921	radar	5.2652	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37769	-6.0618	4.7135	3.95148	-0.262865	lidar	3.75168	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55753	-6.24264	4.77934	3.93442	-0.272505	radar	1.18701	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68404	-6.47065	4.82214	3.96791	-0.192214	lidar	0.846714	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92041	-6.61849	4.95186	3.90494	-0.294907	radar	7.15405	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1243	-6.78774	4.97658	3.8793	-0.312258	lidar	0.652464	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3148	-6.94325	5.00884	3.85475	-0.330695	radar	0.795267	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.544	-7.13508	5.08922	3.83667	-0.330705	lidar	3.78424	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7592	-7.26295	5.08239	3.79456	-0.375114	radar	1.5413	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0055	-7.43412	5.15601	3.76771	-0.386244	lidar	3.43993	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1986	-7.56258	5.05575	3.74429	-0.393342	radar	1.32469	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.333	-7.736	4.99625	3.77116	-0.317327	lidar	3.40758	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5329	-7.85322	4.94663	3.74141	-0.341035	radar	1.60943	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7078	-7.95909	4.87775	3.71877	-0.35203	lidar	2.72491	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9038	-8.0617	4.74551	3.6878	-0.3763	radar	1.13406	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1149	-8.15165	4.72891	3.64894	-0.409972	lidar	0.283682	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3491	-8.27897	4.93659	3.6327	-0.393945	radar	2.91191	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5493	-8.36445	4.88927	3.60336	-0.410978	lidar	1.42272	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7595	-8.43747	4.76316	3.56234	-0.452472	radar	1.29448	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0372	-8.53208	4.85303	3.51967	-0.483532	lidar	4.12284	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2952	-8.62625	4.98234	3.49548	-0.473265	radar	2.69012	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5117	-8.67945	4.9394	3.45953	-0.494541	lidar	1.43578	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7342	-8.7005	4.78919	3.39664	-0.574974	radar	2.98004	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9436	-8.83906	4.78568	3.42324	-0.484511	lidar	1.67854	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2028	-8.93075	4.98551	3.42249	-0.421344	radar	2.91554	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4152	-9.06853	4.96313	3.45155	-0.340195	lidar	1.00118	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.641	-9.1418	4.89947	3.43351	-0.348828	radar	0.398331	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9383	-9.12484	4.98005	3.34928	-0.456736	lidar	1.62214	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1994	-9.19799	5.01901	3.33787	-0.437106	radar	4.55601	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4558	-9.33764	5.05408	3.37001	-0.34974	lidar	5.41522	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6953	-9.36472	4.92208	3.32477	-0.41842	radar	2.12867	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9469	-9.46096	4.94649	3.33458	-0.368561	lidar	2.0958	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1984	-9.4658	4.90321	3.2835	-0.433941	radar	2.17811	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4514	-9.45113	4.91895	3.23183	-0.482171	lidar	0.478516	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6654	-9.45201	4.83678	3.19724	-0.508362	radar	4.86581	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9535	-9.42715	4.9223	3.14344	-0.552443	lidar	1.46605	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2011	-9.50285	4.97645	3.17594	-0.433772	radar	8.15796	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4619	-9.52278	4.99696	3.16119	-0.422768	lidar	0.507633	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7201	-9.50927	4.97208	3.12186	-0.466614	radar	1.66052	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9767	-9.47109	4.99654	3.07983	-0.495827	lidar	0.165786	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2216	-9.4287	4.95891	3.0328	-0.547345	radar	0.468973	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4074	-9.49662	4.81353	3.06783	-0.451638	lidar	2.17803	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6411	-9.49285	4.85114	3.06653	-0.396982	radar	1.75271	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8922	-9.48122	4.86537	3.05159	-0.389273	lidar	0.267624	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1203	-9.44708	4.87706	3.03337	-0.374887	radar	3.87161	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3791	-9.30298	4.96539	2.946	-0.481666	lidar	3.12716	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6147	-9.2187	4.92961	2.8909	-0.553109	radar	0.95623	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8723	-9.08058	5.01306	2.8208	-0.617287	lidar	0.982469	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1157	-8.97058	5.06683	2.78184	-0.614652	radar	4.79206	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2587	-9.15839	4.67538	2.90126	-0.399051	lidar	14.8332	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4951	-9.12682	4.70119	2.90314	-0.352223	radar	1.53235	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7225	-9.01678	4.74434	2.85649	-0.396003	lidar	0.868431	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9652	-8.93603	4.7665	2.82641	-0.421035	radar	2.57673	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1592	-8.86912	4.70502	2.80916	-0.415223	lidar	1.06585	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3921	-8.78321	4.71024	2.77891	-0.44308	radar	1.98548	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5782	-8.77016	4.58686	2.79525	-0.385011	lidar	1.1518	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7666	-8.62667	4.50924	2.71103	-0.539001	radar	6.00691	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9683	-8.54436	4.49276	2.69226	-0.526678	lidar	0.0535668	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1781	-8.44615	4.55485	2.68625	-0.459899	radar	2.35431	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4162	-8.33391	4.62362	2.66224	-0.461096	lidar	1.52074	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6051	-8.22307	4.5847	2.62965	-0.488772	radar	0.719005	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8615	-7.93629	4.88104	2.52216	-0.607625	lidar	6.12601	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0549	-7.77849	4.85653	2.4625	-0.695542	radar	2.76469	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2846	-7.5895	4.96829	2.41961	-0.704511	lidar	2.09616	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4894	-7.45326	5.00322	2.4371	-0.557527	radar	2.40872	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.65	-7.32086	4.916	2.41764	-0.548503	lidar	0.789661	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8449	-7.15416	4.955	2.40232	-0.508976	radar	0.900795	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9975	-7.08755	4.75762	2.41298	-0.463431	lidar	2.37088	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1655	-6.90195	4.77057	2.36894	-0.512572	radar	1.94205	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
