time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461500000	-24.3336	-6.62969	4.93488	2.30105	-0.570389	lidar	2.83465	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5017	-6.4503	4.91798	2.26446	-0.610484	radar	3.45872	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5886	-6.33657	4.70288	2.24582	-0.597029	lidar	5.3459	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.73	-6.15017	4.70617	2.21911	-0.583241	radar	0.304839	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9168	-5.93584	4.80725	2.19473	-0.575127	lidar	2.85338	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.049	-5.72847	4.8266	2.16704	-0.559085	radar	1.8158	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1795	-5.56769	4.75124	2.15205	-0.542564	lidar	0.402676	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3343	-5.38275	4.77199	2.15704	-0.455246	radar	1.15404	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4839	-5.15106	4.85238	2.13081	-0.45904	lidar	0.591402	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6133	-4.97926	4.80767	2.13726	-0.378053	radar	5.81302	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.729	-4.82052	4.71133	2.12835	-0.365119	lidar	0.507365	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8473	-4.61504	4.71418	2.10581	-0.374587	radar	0.123007	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9666	-4.36041	4.81232	2.07254	-0.394516	lidar	0.6123	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0725	-4.13533	4.7894	2.00274	-0.567009	radar	11.5975	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.166	-3.83298	4.94946	1.95022	-0.599376	lidar	1.75858	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2406	-3.58888	4.95333	1.88341	-0.717627	radar	2.78781	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2626	-3.32064	4.97886	1.82271	-0.749677	lidar	4.05374	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3156	-3.0755	4.98268	1.77989	-0.764177	radar	0.0306139	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3311	-2.85007	4.92345	1.73339	-0.777087	lidar	1.37556	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3933	-2.62991	4.88527	1.72768	-0.687027	radar	2.05519	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4627	-2.50394	4.66038	1.72082	-0.662406	lidar	5.97081	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.521	-2.27072	4.67746	1.71895	-0.568809	radar	1.41601	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5695	-2.08344	4.59081	1.70162	-0.557343	lidar	1.05441	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6015	-1.8493	4.60618	1.69275	-0.488774	radar	2.00135	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6017	-1.59198	4.65825	1.65582	-0.50422	lidar	1.19005	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5966	-1.37012	4.63154	1.60453	-0.582635	radar	1.66165	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6007	-1.14019	4.62853	1.57539	-0.582693	lidar	0.000504451	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6308	-0.921788	4.6058	1.56528	-0.546538	radar	5.14327	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6445	-0.658121	4.68248	1.54437	-0.536582	lidar	0.709395	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6307	-0.416458	4.70718	1.49661	-0.609808	radar	2.31887	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5852	-0.0992395	4.8861	1.45519	-0.620233	lidar	2.61064	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5665	0.143003	4.89015	1.42575	-0.628245	radar	2.74608	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5424	0.450564	5.03441	1.40224	-0.614201	lidar	1.38809	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5319	0.693883	5.009	1.40515	-0.522794	radar	1.81018	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5265	0.98127	5.09468	1.39673	-0.498361	lidar	2.60603	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4871	1.25585	5.13298	1.4009	-0.396562	radar	6.21471	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4349	1.47867	5.07016	1.37661	-0.403298	lidar	0.285078	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3933	1.69333	4.99299	1.36218	-0.385779	radar	8.30076	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.344	1.88713	4.88455	1.34093	-0.389515	lidar	0.614004	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2727	2.11687	4.88228	1.30113	-0.453566	radar	0.562942	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2148	2.29335	4.75491	1.27687	-0.457059	lidar	0.873502	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1512	2.51726	4.73634	1.26771	-0.411259	radar	0.427347	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.075	2.76481	4.78556	1.24844	-0.408684	lidar	0.128117	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9771	2.98493	4.80981	1.18662	-0.545264	radar	3.21278	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8718	3.28079	4.97292	1.16494	-0.53465	lidar	1.40448	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.789	3.51327	4.97612	1.14571	-0.525818	radar	2.0877	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6831	3.70323	4.90288	1.11329	-0.535834	lidar	0.325441	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5674	3.90771	4.87933	1.08022	-0.549697	radar	1.1179	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5022	4.07194	4.74524	1.06219	-0.541655	lidar	3.67791	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3808	4.2683	4.72838	1.03213	-0.545534	radar	0.566677	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2166	4.49604	4.81089	0.996265	-0.554095	lidar	2.12713	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.068	4.69059	4.77885	0.981239	-0.488355	radar	9.08084	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9503	4.88361	4.7577	0.961876	-0.482404	lidar	0.394498	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7944	5.07205	4.76013	0.931778	-0.486054	radar	2.3199	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6233	5.29779	4.8546	0.908393	-0.481555	lidar	0.999676	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4507	5.4725	4.87818	0.854661	-0.56567	radar	0.78934	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2611	5.64542	4.88806	0.814772	-0.580657	lidar	1.17757	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.098	5.80054	4.85917	0.774533	-0.614474	radar	2.99592	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.922	5.95964	4.84465	0.740991	-0.618865	lidar	0.0189842	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7817	6.14795	4.73842	0.774726	-0.425355	radar	4.71749	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6181	6.30309	4.71546	0.752228	-0.42809	lidar	0.057522	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4693	6.47595	4.68448	0.755072	-0.366614	radar	1.33171	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2394	6.72721	4.91002	0.755456	-0.332837	lidar	4.29546	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0422	6.86516	4.88043	0.723241	-0.353433	radar	5.51757	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8293	7.04574	4.95074	0.705512	-0.351646	lidar	0.951186	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.614	7.17896	4.97252	0.656105	-0.430628	radar	1.89084	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4327	7.31924	4.93566	0.635218	-0.430791	lidar	0.312659	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1992	7.44805	5.03236	0.56909	-0.563883	radar	2.47885	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0164	7.60921	5.03541	0.559503	-0.538884	lidar	2.08772	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8308	7.79123	5.00069	0.586036	-0.4019	radar	5.62358	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6256	7.93049	4.99987	0.568024	-0.399053	lidar	0.0298431	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4344	8.06599	4.96246	0.55902	-0.372141	radar	1.52838	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2206	8.07621	4.79151	0.488017	-0.449788	lidar	4.77183	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0286	8.2354	4.7388	0.520541	-0.301846	radar	5.31022	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8542	8.39324	4.75088	0.530488	-0.265875	lidar	2.83254	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6079	8.50181	4.86308	0.47819	-0.379816	radar	5.15057	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3533	8.65073	4.97374	0.470173	-0.361395	lidar	1.28837	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1533	8.788	4.91737	0.489833	-0.259136	radar	1.17125	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9622	8.88148	4.84983	0.471547	-0.268324	lidar	0.593074	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.762	9.00097	4.8038	0.479319	-0.207957	radar	0.634738	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5475	9.06571	4.74691	0.44759	-0.238746	lidar	0.806408	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3011	9.1762	4.85134	0.419546	-0.294662	radar	4.85484	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0091	9.27559	4.96566	0.394944	-0.305705	lidar	6.19047	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7921	9.3567	4.94493	0.369891	-0.332894	radar	1.72745	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5329	9.46339	5.01427	0.358533	-0.323555	lidar	0.669308	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2664	9.48847	5.07662	0.280176	-0.477068	radar	5.44659	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9589	9.63385	5.27097	0.287282	-0.427409	lidar	2.72939	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7087	9.74052	5.22494	0.307685	-0.309272	radar	3.07918	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.431	9.84957	5.30738	0.305126	-0.288219	lidar	0.539856	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1773	9.93441	5.32288	0.291508	-0.292727	radar	0.362095	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9033	10.0581	5.40666	0.298773	-0.25998	lidar	0.548282	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6423	10.1327	5.41155	0.282537	-0.267723	radar	0.0377617	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.401	10.2285	5.40199	0.280637	-0.252221	lidar	1.04184	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1376	10.3039	5.42783	0.262634	-0.274318	radar	0.429247	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9208	10.2996	5.27516	0.218037	-0.319983	lidar	1.45941	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6719	10.3679	5.24443	0.217215	-0.27767	radar	0.26276	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4714	10.3336	5.06239	0.163748	-0.338691	lidar	2.15339	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1689	10.3629	5.23533	0.116605	-0.435633	radar	7.35719	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9072	10.4142	5.25816	0.106275	-0.418004	lidar	0.245102	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.67	10.4481	5.09879	0.122398	-0.288462	radar	6.71344	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4413	10.3971	4.99427	0.0670436	-0.353117	lidar	2.00304	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1835	10.4192	5.0047	0.056008	-0.335917	radar	0.575536	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8522	10.6056	5.26973	0.132334	-0.185917	lidar	7.76604	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5893	10.6778	5.24341	0.163425	-0.0805887	radar	1.15418	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3539	10.6658	5.1628	0.131566	-0.122367	lidar	0.856893	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.089	10.688	5.20247	0.109581	-0.168388	radar	0.42148	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8309	10.7909	5.25531	0.138283	-0.115087	lidar	3.59183	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5591	10.8462	5.29086	0.142901	-0.0985471	radar	1.09338	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3429	10.7962	5.14194	0.095676	-0.158939	lidar	2.37525	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0841	10.8339	5.13715	0.101499	-0.122709	radar	0.27503	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8376	10.9027	5.15073	0.116072	-0.093183	lidar	1.8239	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5553	10.924	5.21465	0.100928	-0.123384	radar	2.78713	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3364	10.9313	5.12465	0.0853217	-0.137689	lidar	0.830554	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0758	10.853	5.22179	-0.026954	-0.422657	radar	8.79438	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7771	10.822	5.28409	-0.0569606	-0.433509	lidar	2.6828	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5263	10.8186	5.22848	-0.0621407	-0.385619	radar	0.495197	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2968	10.8049	5.17075	-0.0813737	-0.387646	lidar	1.00376	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0497	10.8657	5.02604	-0.015158	-0.156731	radar	7.00729	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78259	10.9228	5.08542	0.00946033	-0.106426	lidar	2.02	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56351	10.8921	5.00465	-0.0162133	-0.140385	radar	3.87161	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.297	10.9262	5.05526	-0.00305573	-0.110844	lidar	0.707162	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.05789	10.9	5.00865	-0.0184535	-0.117403	radar	2.49623	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.78564	10.9406	5.07377	-0.000799412	-0.0838102	lidar	1.01223	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.55581	10.8883	5.0087	-0.0342575	-0.131137	radar	6.41842	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.41289	10.7965	4.75519	-0.0876966	-0.197871	lidar	4.26907	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.1647	10.8075	4.75776	-0.0701027	-0.133361	radar	1.40685	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.79487	10.8788	5.0599	-0.0210833	-0.0478515	lidar	6.12672	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.52861	10.8805	5.06803	-0.00735942	0.00138985	radar	1.648	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24811	10.8751	5.12273	-0.0069722	0.00214394	lidar	0.657687	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00974	10.9077	5.06272	0.0290766	0.100321	radar	2.39373	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
